company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,ground_time_risk,ground_time_buffer,total_pax,lap_child_count,child_count,basic_economy_pax,stroller_count,load_factor,load_category,child_ratio,basic_econ_ratio,total_ssr_count,unique_pnr_with_ssr,ssr_per_pax,ssr_category,origin_bags,regular_transfer_bags,hot_transfer_bags,Checked,All_Transfers,total_bags,transfer_to_checked_ratio,hot_transfer_pct
G7,4406,2025-08-12,ORD,TVC,2025-08-12 09:25:00+00:00,2025-08-12 11:54:00+00:00,2025-08-12 09:14:00+00:00,2025-08-12 11:45:00+00:00,50,CRJ-550,Express,787,779,29,-11.0,False,758,31,0,0,3,0,62.0,Medium (50-75%),0.0,0.0967741935483871,21,21,0.6774193548387096,Low SSR,3.0,15.0,0.0,3.0,15.0,18.0,5.0,0.0
OO,4636,2025-08-10,ORD,SBN,2025-08-10 17:50:00+00:00,2025-08-10 19:48:00+00:00,2025-08-10 18:44:00+00:00,2025-08-10 20:55:00+00:00,50,CRJ-550,Express,59,69,29,54.0,False,30,32,0,0,1,0,64.0,Medium (50-75%),0.0,0.03125,43,43,1.34375,High SSR,0.0,11.0,14.0,0.0,25.0,25.0,,56.00000000000001
UA,1974,2025-08-15,ORD,PWM,2025-08-15 18:30:00+00:00,2025-08-15 22:01:00+00:00,2025-08-15 18:29:00+00:00,2025-08-15 22:24:00+00:00,126,B737-700,Mainline,99,103,43,-1.0,False,56,124,1,3,17,0,98.4126984126984,Very High (>90%),0.024193548387096774,0.13709677419354838,93,89,0.75,High SSR,24.0,51.0,0.0,24.0,51.0,75.0,2.125,0.0
UA,714,2025-08-09,ORD,MDT,2025-08-09 19:50:00+00:00,2025-08-09 22:54:00+00:00,2025-08-09 20:53:00+00:00,2025-08-09 23:52:00+00:00,166,B737-800,Mainline,70,89,51,63.0,False,19,114,0,3,16,1,68.67469879518072,Medium (50-75%),0.02631578947368421,0.14035087719298245,95,91,0.8333333333333334,High SSR,1.0,63.0,4.0,1.0,67.0,68.0,67.0,5.970149253731343
UA,2424,2025-08-14,ORD,RDU,2025-08-14 18:20:00+00:00,2025-08-14 21:27:00+00:00,2025-08-14 18:23:00+00:00,2025-08-14 21:19:00+00:00,179,B737-MAX9,Mainline,70,85,56,3.0,False,14,175,0,1,12,0,97.76536312849163,Very High (>90%),0.005714285714285714,0.06857142857142857,42,40,0.24,High SSR,26.0,124.0,0.0,26.0,124.0,150.0,4.769230769230769,0.0
UA,2290,2025-08-07,ORD,DFW,2025-08-07 12:45:00+00:00,2025-08-07 15:22:00+00:00,2025-08-07 12:48:00+00:00,2025-08-07 15:12:00+00:00,126,B737-700,Mainline,1252,1210,43,3.0,False,1209,160,1,9,8,1,126.98412698412697,,0.05625,0.05,52,50,0.325,High SSR,67.0,23.0,4.0,67.0,27.0,94.0,0.40298507462686567,14.814814814814813
G7,4494,2025-08-03,ORD,GRR,2025-08-03 15:35:00+00:00,2025-08-03 17:44:00+00:00,2025-08-03 15:39:00+00:00,2025-08-03 17:37:00+00:00,50,CRJ-550,Express,40,25,29,4.0,False,11,50,0,0,1,0,100.0,Very High (>90%),0.0,0.02,7,7,0.14,Low SSR,2.0,27.0,6.0,2.0,33.0,35.0,16.5,18.181818181818183
OO,5610,2025-08-14,ORD,CHO,2025-08-14 18:06:00+00:00,2025-08-14 21:12:00+00:00,2025-08-14 18:02:00+00:00,2025-08-14 20:49:00+00:00,50,CRJ-550,Express,75,71,29,-4.0,False,46,48,0,1,1,1,96.0,Very High (>90%),0.020833333333333332,0.020833333333333332,19,19,0.3958333333333333,Low SSR,4.0,35.0,0.0,4.0,35.0,39.0,8.75,0.0
UA,587,2025-08-03,ORD,YUL,2025-08-03 14:07:00+00:00,2025-08-03 17:26:00+00:00,2025-08-03 14:44:00+00:00,2025-08-03 18:27:00+00:00,166,B737-MAX8,Mainline,96,150,65,37.0,False,31,175,3,6,13,1,105.42168674698796,,0.03428571428571429,0.07428571428571429,68,66,0.38857142857142857,High SSR,51.0,54.0,5.0,51.0,59.0,110.0,1.1568627450980393,8.47457627118644
UA,1980,2025-08-01,ORD,LGA,2025-08-01 06:00:00+00:00,2025-08-01 09:11:00+00:00,2025-08-01 06:00:00+00:00,2025-08-01 09:13:00+00:00,166,B737-800,Mainline,471,260,51,0.0,False,420,183,1,4,25,1,110.24096385542168,,0.02185792349726776,0.1366120218579235,25,23,0.1366120218579235,Low SSR,53.0,16.0,7.0,53.0,23.0,76.0,0.4339622641509434,30.434782608695656
OO,5290,2025-08-07,ORD,BOI,2025-08-07 19:45:00+00:00,2025-08-07 22:52:00+00:00,2025-08-07 20:34:00+00:00,2025-08-07 23:32:00+00:00,70,ERJ-175,Express,50,71,34,49.0,False,16,70,0,0,5,0,100.0,Very High (>90%),0.0,0.07142857142857142,18,18,0.2571428571428571,Low SSR,22.0,20.0,8.0,22.0,28.0,50.0,1.2727272727272727,28.57142857142857
G7,4389,2025-08-01,ORD,CID,2025-08-01 12:50:00+00:00,2025-08-01 14:04:00+00:00,2025-08-01 12:44:00+00:00,2025-08-01 13:48:00+00:00,50,CRJ-550,Express,68,82,29,-6.0,False,39,49,0,0,1,0,98.0,Very High (>90%),0.0,0.02040816326530612,21,20,0.42857142857142855,Low SSR,4.0,25.0,2.0,4.0,27.0,31.0,6.75,7.4074074074074066
G7,4613,2025-08-04,ORD,STL,2025-08-04 09:05:00+00:00,2025-08-04 10:40:00+00:00,2025-08-04 09:00:00+00:00,2025-08-04 10:30:00+00:00,50,CRJ-550,Express,73,71,29,-5.0,False,44,54,0,1,0,0,108.0,,0.018518518518518517,0.0,13,12,0.24074074074074073,Low SSR,9.0,15.0,0.0,9.0,15.0,24.0,1.6666666666666667,0.0
UA,293,2025-08-07,ORD,LGA,2025-08-07 11:00:00+00:00,2025-08-07 14:20:00+00:00,2025-08-07 11:34:00+00:00,2025-08-07 14:38:00+00:00,166,B737-800,Mainline,71,113,51,34.0,False,20,190,0,10,19,1,114.45783132530121,,0.05263157894736842,0.1,42,40,0.22105263157894736,High SSR,65.0,8.0,1.0,65.0,9.0,74.0,0.13846153846153847,11.11111111111111
UA,2195,2025-08-10,ORD,BDL,2025-08-10 11:06:00+00:00,2025-08-10 14:24:00+00:00,2025-08-10 11:05:00+00:00,2025-08-10 14:13:00+00:00,166,B737-800,Mainline,106,122,51,-1.0,False,55,195,1,11,11,3,117.46987951807229,,0.05641025641025641,0.05641025641025641,85,82,0.4358974358974359,High SSR,39.0,43.0,0.0,39.0,43.0,82.0,1.1025641025641026,0.0
UA,219,2025-08-08,ORD,HNL,2025-08-08 09:30:00+00:00,2025-08-08 13:30:00+00:00,2025-08-08 09:23:00+00:00,2025-08-08 13:02:00+00:00,318,B787-10,Mainline,191,196,88,-7.0,False,103,395,0,22,12,5,124.21383647798743,,0.05569620253164557,0.030379746835443037,93,90,0.23544303797468355,High SSR,116.0,182.0,19.0,116.0,201.0,317.0,1.7327586206896552,9.45273631840796
OO,5309,2025-08-05,ORD,FWA,2025-08-05 20:05:00+00:00,2025-08-05 22:21:00+00:00,2025-08-05 20:00:00+00:00,2025-08-05 22:20:00+00:00,50,CRJ-200,Express,85,63,29,-5.0,False,56,55,0,3,6,0,110.00000000000001,,0.05454545454545454,0.10909090909090909,23,23,0.41818181818181815,Low SSR,21.0,29.0,0.0,21.0,29.0,50.0,1.380952380952381,0.0
UA,767,2025-08-07,ORD,DEN,2025-08-07 21:32:00+00:00,2025-08-07 23:22:00+00:00,2025-08-07 22:02:00+00:00,2025-08-07 23:27:00+00:00,200,A321-2NX,Mainline,72,64,62,30.0,False,10,226,2,11,22,3,112.99999999999999,,0.048672566371681415,0.09734513274336283,44,43,0.19469026548672566,High SSR,35.0,98.0,0.0,35.0,98.0,133.0,2.8,0.0
UA,2418,2025-08-06,ORD,PHL,2025-08-06 07:35:00+00:00,2025-08-06 10:47:00+00:00,2025-08-06 07:24:00+00:00,2025-08-06 10:25:00+00:00,179,B737-900,Mainline,456,479,56,-11.0,False,400,158,0,9,19,1,88.26815642458101,High (75-90%),0.056962025316455694,0.12025316455696203,40,36,0.25316455696202533,Low SSR,34.0,48.0,0.0,34.0,48.0,82.0,1.411764705882353,0.0
OO,5392,2025-08-01,ORD,OKC,2025-08-01 19:36:00+00:00,2025-08-01 22:03:00+00:00,2025-08-01 19:58:00+00:00,2025-08-01 22:15:00+00:00,76,ERJ-175,Express,71,56,34,22.0,False,37,85,0,6,5,1,111.8421052631579,,0.07058823529411765,0.058823529411764705,24,22,0.2823529411764706,Low SSR,12.0,48.0,19.0,12.0,67.0,79.0,5.583333333333333,28.35820895522388
UA,219,2025-08-09,ORD,HNL,2025-08-09 09:30:00+00:00,2025-08-09 13:30:00+00:00,2025-08-09 09:41:00+00:00,2025-08-09 13:35:00+00:00,318,B787-10,Mainline,191,210,88,11.0,False,103,409,2,26,9,4,128.61635220125785,,0.06356968215158924,0.022004889975550123,93,90,0.2273838630806846,High SSR,169.0,102.0,27.0,169.0,129.0,298.0,0.7633136094674556,20.930232558139537
OO,5731,2025-08-08,ORD,STL,2025-08-08 11:01:00+00:00,2025-08-08 12:27:00+00:00,2025-08-08 12:05:00+00:00,2025-08-08 13:14:00+00:00,70,ERJ-175,Express,-47,38,34,64.0,True,-81,76,1,2,3,0,108.57142857142857,,0.02631578947368421,0.039473684210526314,21,20,0.27631578947368424,Low SSR,21.0,37.0,0.0,21.0,37.0,58.0,1.7619047619047619,0.0
UA,592,2025-08-12,ORD,JAC,2025-08-12 16:50:00+00:00,2025-08-12 19:05:00+00:00,2025-08-12 18:15:00+00:00,2025-08-12 20:27:00+00:00,126,B737-700,Mainline,57,59,43,85.0,False,14,109,0,6,7,1,86.5079365079365,High (75-90%),0.05504587155963303,0.06422018348623854,52,52,0.47706422018348627,High SSR,10.0,50.0,0.0,10.0,50.0,60.0,5.0,0.0
UA,695,2025-08-09,ORD,SJU,2025-08-09 18:03:00+00:00,2025-08-09 23:54:00+00:00,2025-08-09 18:21:00+00:00,2025-08-10 00:19:00+00:00,179,B737-MAX9,Mainline,62,76,56,18.0,False,6,213,1,16,36,3,118.99441340782121,,0.07511737089201878,0.16901408450704225,75,72,0.352112676056338,High SSR,51.0,73.0,16.0,51.0,89.0,140.0,1.7450980392156863,17.97752808988764
UA,970,2025-08-03,ORD,FCO,2025-08-03 15:50:00+00:00,2025-08-04 07:55:00+00:00,2025-08-03 15:51:00+00:00,2025-08-04 07:38:00+00:00,318,B787-10,Mainline,225,226,155,1.0,False,70,297,1,21,0,5,93.39622641509435,Very High (>90%),0.0707070707070707,0.0,59,54,0.19865319865319866,High SSR,139.0,24.0,13.0,139.0,37.0,176.0,0.26618705035971224,35.13513513513514
UA,1741,2025-08-11,ORD,JAC,2025-08-11 09:20:00+00:00,2025-08-11 11:35:00+00:00,2025-08-11 09:14:00+00:00,2025-08-11 11:46:00+00:00,126,B737-700,Mainline,103,111,43,-6.0,False,60,160,1,8,8,1,126.98412698412697,,0.05,0.05,47,44,0.29375,High SSR,31.0,44.0,2.0,31.0,46.0,77.0,1.4838709677419355,4.3478260869565215
UA,2672,2025-08-03,ORD,PNS,2025-08-03 10:39:00+00:00,2025-08-03 13:06:00+00:00,2025-08-03 10:36:00+00:00,2025-08-03 12:46:00+00:00,126,A319-100,Mainline,69,85,43,-3.0,False,26,162,2,9,8,0,128.57142857142858,,0.05555555555555555,0.04938271604938271,62,59,0.38271604938271603,High SSR,94.0,30.0,3.0,94.0,33.0,127.0,0.35106382978723405,9.090909090909092
UA,2618,2025-08-05,ORD,STL,2025-08-05 14:23:00+00:00,2025-08-05 15:47:00+00:00,2025-08-05 14:22:00+00:00,2025-08-05 15:45:00+00:00,150,A320-200,Mainline,69,79,46,-1.0,False,23,144,0,6,10,0,96.0,Very High (>90%),0.041666666666666664,0.06944444444444445,58,57,0.4027777777777778,High SSR,11.0,85.0,3.0,11.0,88.0,99.0,8.0,3.4090909090909087
UA,2100,2025-08-05,ORD,SLC,2025-08-05 13:11:00+00:00,2025-08-05 15:40:00+00:00,2025-08-05 13:04:00+00:00,2025-08-05 15:39:00+00:00,166,B737-800,Mainline,68,64,51,-7.0,False,17,164,0,6,15,0,98.79518072289156,Very High (>90%),0.036585365853658534,0.09146341463414634,85,81,0.5182926829268293,High SSR,35.0,66.0,4.0,35.0,70.0,105.0,2.0,5.714285714285714
YX,3568,2025-08-12,ORD,YYZ,2025-08-12 10:50:00+00:00,2025-08-12 13:42:00+00:00,2025-08-12 11:30:00+00:00,2025-08-12 14:02:00+00:00,76,ERJ-175,Express,80,121,42,40.0,False,38,76,0,0,8,0,100.0,Very High (>90%),0.0,0.10526315789473684,26,22,0.34210526315789475,Low SSR,27.0,15.0,0.0,27.0,15.0,42.0,0.5555555555555556,0.0
UA,1448,2025-08-05,ORD,BUF,2025-08-05 14:10:00+00:00,2025-08-05 16:55:00+00:00,2025-08-05 14:03:00+00:00,2025-08-05 16:44:00+00:00,126,B737-700,Mainline,74,67,43,-7.0,False,31,160,1,8,12,2,126.98412698412697,,0.05,0.075,78,76,0.4875,High SSR,32.0,43.0,14.0,32.0,57.0,89.0,1.78125,24.561403508771928
OO,5274,2025-08-03,ORD,SBN,2025-08-03 21:30:00+00:00,2025-08-03 23:30:00+00:00,2025-08-03 21:28:00+00:00,2025-08-03 23:25:00+00:00,50,CRJ-550,Express,73,60,29,-2.0,False,44,50,0,1,6,0,100.0,Very High (>90%),0.02,0.12,39,37,0.78,Low SSR,0.0,34.0,0.0,0.0,34.0,34.0,,0.0
UA,2202,2025-08-07,ORD,IAH,2025-08-07 18:25:00+00:00,2025-08-07 21:21:00+00:00,2025-08-07 18:22:00+00:00,2025-08-07 21:04:00+00:00,179,B737-900,Mainline,75,66,56,-3.0,False,19,192,2,4,5,1,107.26256983240224,,0.020833333333333332,0.026041666666666668,55,54,0.2864583333333333,High SSR,55.0,28.0,0.0,55.0,28.0,83.0,0.509090909090909,0.0
OO,5376,2025-08-04,ORD,LEX,2025-08-04 14:30:00+00:00,2025-08-04 17:01:00+00:00,2025-08-04 14:30:00+00:00,2025-08-04 17:01:00+00:00,70,ERJ-175,Express,77,86,34,0.0,False,43,75,0,2,4,1,107.14285714285714,,0.02666666666666667,0.05333333333333334,39,36,0.52,Low SSR,17.0,50.0,0.0,17.0,50.0,67.0,2.9411764705882355,0.0
UA,1273,2025-08-12,ORD,SFO,2025-08-12 06:30:00+00:00,2025-08-12 09:09:00+00:00,2025-08-12 06:24:00+00:00,2025-08-12 08:43:00+00:00,234,B757-300,Mainline,622,598,66,-6.0,False,556,249,1,4,52,0,106.41025641025641,,0.01606425702811245,0.20883534136546184,36,32,0.14457831325301204,Low SSR,121.0,6.0,0.0,121.0,6.0,127.0,0.049586776859504134,0.0
UA,2137,2025-08-01,ORD,SLC,2025-08-01 09:02:00+00:00,2025-08-01 11:40:00+00:00,2025-08-01 09:01:00+00:00,2025-08-01 11:36:00+00:00,166,B737-800,Mainline,83,91,51,-1.0,False,32,213,3,8,20,3,128.3132530120482,,0.03755868544600939,0.09389671361502347,62,61,0.29107981220657275,High SSR,37.0,52.0,7.0,37.0,59.0,96.0,1.5945945945945945,11.864406779661017
YX,3603,2025-08-06,ORD,CMH,2025-08-06 13:00:00+00:00,2025-08-06 15:35:00+00:00,2025-08-06 12:54:00+00:00,2025-08-06 15:12:00+00:00,76,ERJ-175,Express,55,72,34,-6.0,False,21,79,0,4,4,0,103.94736842105263,,0.05063291139240506,0.05063291139240506,29,29,0.3670886075949367,Low SSR,8.0,27.0,2.0,8.0,29.0,37.0,3.625,6.896551724137931
YX,3426,2025-08-09,ORD,IND,2025-08-09 10:55:00+00:00,2025-08-09 13:07:00+00:00,2025-08-09 10:50:00+00:00,2025-08-09 12:56:00+00:00,70,ERJ-170,Express,80,92,34,-5.0,False,46,58,1,1,6,0,82.85714285714286,High (75-90%),0.017241379310344827,0.10344827586206896,15,13,0.25862068965517243,Low SSR,7.0,32.0,2.0,7.0,34.0,41.0,4.857142857142857,5.88235294117647
OO,5125,2025-08-05,ORD,CMX,2025-08-05 11:38:00+00:00,2025-08-05 14:18:00+00:00,2025-08-05 11:29:00+00:00,2025-08-05 13:45:00+00:00,50,CRJ-200,Express,43,50,29,-9.0,False,14,41,0,2,5,0,82.0,High (75-90%),0.04878048780487805,0.12195121951219512,26,26,0.6341463414634146,Low SSR,16.0,22.0,0.0,16.0,22.0,38.0,1.375,0.0
UA,1097,2025-08-03,ORD,DCA,2025-08-03 11:15:00+00:00,2025-08-03 14:13:00+00:00,2025-08-03 11:11:00+00:00,2025-08-03 14:05:00+00:00,126,B737-700,Mainline,112,106,43,-4.0,False,69,134,0,5,12,1,106.34920634920636,,0.03731343283582089,0.08955223880597014,32,32,0.23880597014925373,Low SSR,52.0,16.0,0.0,52.0,16.0,68.0,0.3076923076923077,0.0
UA,2627,2025-08-06,ORD,MSP,2025-08-06 21:50:00+00:00,2025-08-06 23:28:00+00:00,2025-08-07 00:20:00+00:00,2025-08-07 01:36:00+00:00,179,B737-900,Mainline,130,299,119,150.0,False,11,178,0,4,20,0,99.4413407821229,Very High (>90%),0.02247191011235955,0.11235955056179775,68,61,0.38202247191011235,High SSR,14.0,69.0,7.0,14.0,76.0,90.0,5.428571428571429,9.210526315789473
OO,5493,2025-08-14,ORD,ATW,2025-08-14 11:05:00+00:00,2025-08-14 12:18:00+00:00,2025-08-14 11:02:00+00:00,2025-08-14 12:22:00+00:00,50,CRJ-200,Express,104,81,29,-3.0,False,75,50,0,0,6,0,100.0,Very High (>90%),0.0,0.12,18,18,0.36,Low SSR,14.0,26.0,0.0,14.0,26.0,40.0,1.8571428571428572,0.0
UA,2658,2025-08-08,ORD,SMF,2025-08-08 16:00:00+00:00,2025-08-08 18:35:00+00:00,2025-08-08 15:56:00+00:00,2025-08-08 18:06:00+00:00,150,A320-200,Mainline,104,123,46,-4.0,False,58,171,1,8,16,1,113.99999999999999,,0.04678362573099415,0.0935672514619883,104,98,0.6081871345029239,High SSR,34.0,61.0,6.0,34.0,67.0,101.0,1.9705882352941178,8.955223880597014
OO,5729,2025-08-15,ORD,FNT,2025-08-15 11:05:00+00:00,2025-08-15 13:23:00+00:00,2025-08-15 12:51:00+00:00,2025-08-15 14:52:00+00:00,50,CRJ-200,Express,180,24,29,106.0,False,151,39,0,0,5,0,78.0,High (75-90%),0.0,0.1282051282051282,76,73,1.9487179487179487,High SSR,18.0,20.0,1.0,18.0,21.0,39.0,1.1666666666666667,4.761904761904762
YX,3571,2025-08-11,ORD,IND,2025-08-11 13:05:00+00:00,2025-08-11 15:18:00+00:00,2025-08-11 13:02:00+00:00,2025-08-11 15:11:00+00:00,76,ERJ-175,Express,60,66,34,-3.0,False,26,72,0,2,3,1,94.73684210526315,Very High (>90%),0.027777777777777776,0.041666666666666664,27,25,0.375,Low SSR,27.0,23.0,0.0,27.0,23.0,50.0,0.8518518518518519,0.0
YX,3696,2025-08-11,ORD,CVG,2025-08-11 12:55:00+00:00,2025-08-11 15:21:00+00:00,2025-08-11 12:51:00+00:00,2025-08-11 15:31:00+00:00,76,ERJ-175,Express,50,64,34,-4.0,False,16,82,0,2,2,0,107.89473684210526,,0.024390243902439025,0.024390243902439025,16,16,0.1951219512195122,Low SSR,18.0,22.0,9.0,18.0,31.0,49.0,1.7222222222222223,29.03225806451613
OO,5099,2025-08-03,ORD,CIU,2025-08-03 12:40:00+00:00,2025-08-03 15:09:00+00:00,2025-08-03 12:35:00+00:00,2025-08-03 14:50:00+00:00,50,CRJ-200,Express,46,60,29,-5.0,False,17,37,0,0,4,0,74.0,Medium (50-75%),0.0,0.10810810810810811,22,21,0.5945945945945946,Low SSR,21.0,14.0,2.0,21.0,16.0,37.0,0.7619047619047619,12.5
YX,3568,2025-08-07,ORD,YYZ,2025-08-07 10:50:00+00:00,2025-08-07 13:42:00+00:00,2025-08-07 10:44:00+00:00,2025-08-07 13:26:00+00:00,76,ERJ-175,Express,68,80,42,-6.0,False,26,83,0,2,5,0,109.21052631578947,,0.024096385542168676,0.060240963855421686,26,22,0.3132530120481928,Low SSR,25.0,23.0,6.0,25.0,29.0,54.0,1.16,20.689655172413794
UA,118,2025-08-02,ORD,EDI,2025-08-02 18:40:00+00:00,2025-08-03 08:25:00+00:00,2025-08-02 19:07:00+00:00,2025-08-03 08:34:00+00:00,176,B757-200,Mainline,90,97,75,27.0,False,15,197,0,6,0,2,111.93181818181819,,0.030456852791878174,0.0,69,65,0.350253807106599,High SSR,107.0,70.0,0.0,107.0,70.0,177.0,0.6542056074766355,0.0
OO,5435,2025-08-07,ORD,BDL,2025-08-07 08:50:00+00:00,2025-08-07 12:22:00+00:00,2025-08-07 08:46:00+00:00,2025-08-07 12:00:00+00:00,76,ERJ-175,Express,45,49,34,-4.0,False,11,72,0,0,6,0,94.73684210526315,Very High (>90%),0.0,0.08333333333333333,20,18,0.2777777777777778,Low SSR,23.0,19.0,6.0,23.0,25.0,48.0,1.0869565217391304,24.0
UA,788,2025-08-09,ORD,MYR,2025-08-09 07:10:00+00:00,2025-08-09 10:26:00+00:00,2025-08-09 07:03:00+00:00,2025-08-09 10:34:00+00:00,179,B737-900,Mainline,449,478,56,-7.0,False,393,237,3,18,28,3,132.4022346368715,,0.0759493670886076,0.11814345991561181,26,26,0.10970464135021098,Low SSR,65.0,30.0,13.0,65.0,43.0,108.0,0.6615384615384615,30.23255813953488
OO,5274,2025-08-10,ORD,SBN,2025-08-10 21:30:00+00:00,2025-08-10 23:30:00+00:00,2025-08-11 08:26:00+00:00,2025-08-11 10:17:00+00:00,50,CRJ-200,Express,-607,69,29,656.0,True,-636,7,0,0,0,0,14.000000000000002,Low (<50%),0.0,0.0,39,37,5.571428571428571,Low SSR,5.0,21.0,0.0,5.0,21.0,26.0,4.2,0.0
UA,791,2025-08-12,ORD,DEN,2025-08-12 07:10:00+00:00,2025-08-12 08:58:00+00:00,2025-08-12 07:21:00+00:00,2025-08-12 09:01:00+00:00,200,A321-2NX,Mainline,105,59,68,11.0,False,37,196,0,6,11,1,98.0,Very High (>90%),0.030612244897959183,0.05612244897959184,31,30,0.15816326530612246,Low SSR,69.0,10.0,2.0,69.0,12.0,81.0,0.17391304347826086,16.666666666666664
OO,5763,2025-08-04,ORD,TUL,2025-08-04 12:45:00+00:00,2025-08-04 14:49:00+00:00,2025-08-04 12:42:00+00:00,2025-08-04 14:36:00+00:00,76,ERJ-175,Express,47,43,34,-3.0,False,13,72,0,0,3,0,94.73684210526315,Very High (>90%),0.0,0.041666666666666664,49,46,0.6805555555555556,High SSR,30.0,19.0,8.0,30.0,27.0,57.0,0.9,29.629629629629626
OO,4636,2025-08-04,ORD,SBN,2025-08-04 17:50:00+00:00,2025-08-04 19:48:00+00:00,2025-08-04 17:48:00+00:00,2025-08-04 19:50:00+00:00,50,CRJ-550,Express,45,42,29,-2.0,False,16,54,1,4,6,2,108.0,,0.07407407407407407,0.1111111111111111,43,43,0.7962962962962963,High SSR,0.0,32.0,8.0,0.0,40.0,40.0,,20.0
UA,2347,2025-08-04,ORD,CLE,2025-08-04 21:13:00+00:00,2025-08-04 23:39:00+00:00,2025-08-04 21:35:00+00:00,2025-08-04 23:59:00+00:00,126,B737-700,Mainline,57,76,43,22.0,False,14,116,1,2,10,1,92.06349206349206,Very High (>90%),0.017241379310344827,0.08620689655172414,70,66,0.603448275862069,High SSR,3.0,40.0,37.0,3.0,77.0,80.0,25.666666666666668,48.05194805194805
UA,953,2025-08-09,ORD,MUC,2025-08-09 18:00:00+00:00,2025-08-10 09:40:00+00:00,2025-08-09 18:25:00+00:00,2025-08-10 10:17:00+00:00,243,B787-8,Mainline,255,293,150,25.0,False,105,283,2,15,0,4,116.46090534979423,,0.053003533568904596,0.0,89,79,0.31448763250883394,High SSR,70.0,135.0,32.0,70.0,167.0,237.0,2.3857142857142857,19.16167664670659
UA,1030,2025-08-01,ORD,ABQ,2025-08-01 19:35:00+00:00,2025-08-01 21:50:00+00:00,2025-08-01 20:20:00+00:00,2025-08-01 22:51:00+00:00,150,A320-200,Mainline,54,46,46,45.0,False,8,142,0,9,15,1,94.66666666666667,Very High (>90%),0.06338028169014084,0.1056338028169014,43,43,0.3028169014084507,High SSR,13.0,54.0,27.0,13.0,81.0,94.0,6.230769230769231,33.33333333333333
UA,2059,2025-08-07,ORD,PDX,2025-08-07 19:55:00+00:00,2025-08-07 22:29:00+00:00,2025-08-07 21:01:00+00:00,2025-08-07 23:20:00+00:00,179,B737-MAX9,Mainline,85,59,56,66.0,False,29,194,2,6,30,0,108.37988826815644,,0.030927835051546393,0.15463917525773196,72,70,0.3711340206185567,High SSR,20.0,67.0,8.0,20.0,75.0,95.0,3.75,10.666666666666668
UA,1347,2025-08-12,ORD,FLL,2025-08-12 16:20:00+00:00,2025-08-12 20:34:00+00:00,2025-08-12 16:14:00+00:00,2025-08-12 21:44:00+00:00,179,B737-MAX9,Mainline,96,79,56,-6.0,False,40,174,0,4,17,0,97.20670391061452,Very High (>90%),0.022988505747126436,0.09770114942528736,77,75,0.4425287356321839,High SSR,52.0,31.0,0.0,52.0,31.0,83.0,0.5961538461538461,0.0
UA,1655,2025-08-15,ORD,DCA,2025-08-15 18:00:00+00:00,2025-08-15 21:02:00+00:00,2025-08-15 18:36:00+00:00,2025-08-15 21:41:00+00:00,150,A320-200,Mainline,70,92,46,36.0,False,24,159,0,5,12,0,106.0,,0.031446540880503145,0.07547169811320754,64,61,0.4025157232704403,High SSR,31.0,37.0,25.0,31.0,62.0,93.0,2.0,40.32258064516129
OO,5999,2025-08-03,ORD,OKC,2025-08-03 13:20:00+00:00,2025-08-03 15:49:00+00:00,2025-08-03 13:13:00+00:00,2025-08-03 15:28:00+00:00,76,ERJ-175,Express,79,67,39,-7.0,False,40,89,0,5,2,0,117.10526315789474,,0.056179775280898875,0.02247191011235955,9,9,0.10112359550561797,Low SSR,21.0,22.0,4.0,21.0,26.0,47.0,1.2380952380952381,15.384615384615385
UA,1224,2025-08-03,ORD,LAX,2025-08-03 06:10:00+00:00,2025-08-03 08:39:00+00:00,2025-08-03 06:02:00+00:00,2025-08-03 08:22:00+00:00,179,B737-900,Mainline,377,387,56,-8.0,False,321,235,1,13,39,3,131.2849162011173,,0.05531914893617021,0.16595744680851063,36,34,0.15319148936170213,Low SSR,114.0,16.0,0.0,114.0,16.0,130.0,0.14035087719298245,0.0
UA,2182,2025-08-05,ORD,PHL,2025-08-05 11:20:00+00:00,2025-08-05 14:29:00+00:00,2025-08-05 11:11:00+00:00,2025-08-05 14:16:00+00:00,150,A320-200,Mainline,160,178,46,-9.0,False,114,176,3,7,21,1,117.33333333333333,,0.03977272727272727,0.11931818181818182,108,101,0.6136363636363636,High SSR,47.0,27.0,1.0,47.0,28.0,75.0,0.5957446808510638,3.571428571428571
UA,422,2025-08-15,ORD,ATH,2025-08-15 16:15:00+00:00,2025-08-16 10:30:00+00:00,2025-08-15 16:46:00+00:00,2025-08-16 11:09:00+00:00,318,B787-10,Mainline,185,245,155,31.0,False,30,342,3,7,0,1,107.54716981132076,,0.02046783625730994,0.0,143,138,0.41812865497076024,High SSR,110.0,154.0,0.0,110.0,154.0,264.0,1.4,0.0
