company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes
OO,5225,2025-08-05,ORD,MKE,2025-08-05T16:00:00Z,2025-08-05T17:00:00Z,2025-08-05T15:58:00Z,2025-08-05T17:09:00Z,50,CRJ-200,Express,98,85,29
G7,4389,2025-08-13,ORD,CID,2025-08-13T12:50:00Z,2025-08-13T14:04:00Z,2025-08-13T14:44:00Z,2025-08-13T15:45:00Z,50,CRJ-550,Express,68,46,29
OO,5229,2025-08-11,ORD,ILM,2025-08-11T11:59:00Z,2025-08-11T15:24:00Z,2025-08-11T12:17:00Z,2025-08-11T15:26:00Z,76,ERJ-175,Express,1,32,34
UA,2005,2025-08-01,ORD,TYS,2025-08-01T19:52:00Z,2025-08-01T22:37:00Z,2025-08-01T20:25:00Z,2025-08-01T23:14:00Z,150,A320-200,Mainline,57,69,46
UA,1851,2025-08-01,ORD,ALB,2025-08-01T09:00:00Z,2025-08-01T12:11:00Z,2025-08-01T09:05:00Z,2025-08-01T11:48:00Z,126,A319-100,Mainline,99,99,43
UA,1693,2025-08-02,ORD,DCA,2025-08-02T14:00:00Z,2025-08-02T17:06:00Z,2025-08-02T14:00:00Z,2025-08-02T16:49:00Z,150,A320-200,Mainline,46,66,46
OO,5138,2025-08-15,ORD,MGW,2025-08-15T21:13:00Z,2025-08-15T23:59:00Z,2025-08-15T22:53:00Z,2025-08-16T01:51:00Z,50,CRJ-200,Express,53,24,29
UA,2189,2025-08-06,ORD,LGA,2025-08-06T13:00:00Z,2025-08-06T16:20:00Z,2025-08-06T13:03:00Z,2025-08-06T16:08:00Z,166,B737-800,Mainline,71,89,51
OO,5984,2025-08-14,ORD,BIL,2025-08-14T09:20:00Z,2025-08-14T11:36:00Z,2025-08-14T09:11:00Z,2025-08-14T11:39:00Z,76,ERJ-175,Express,83,76,34
OO,5108,2025-08-09,ORD,SLN,2025-08-09T16:45:00Z,2025-08-09T18:50:00Z,2025-08-09T16:53:00Z,2025-08-09T19:00:00Z,50,CRJ-200,Express,35,58,29
OO,5382,2025-08-04,ORD,FWA,2025-08-04T15:35:00Z,2025-08-04T17:47:00Z,2025-08-04T15:30:00Z,2025-08-04T17:31:00Z,50,CRJ-200,Express,60,77,29
OO,5795,2025-08-11,ORD,TUL,2025-08-11T09:00:00Z,2025-08-11T11:12:00Z,2025-08-11T08:59:00Z,2025-08-11T11:15:00Z,76,ERJ-175,Express,55,70,34
OO,5968,2025-08-03,ORD,ACK,2025-08-03T10:35:00Z,2025-08-03T14:29:00Z,2025-08-03T10:34:00Z,2025-08-03T14:25:00Z,76,ERJ-175,Express,74,59,34
UA,1832,2025-08-15,ORD,CMH,2025-08-15T07:10:00Z,2025-08-15T09:37:00Z,2025-08-15T07:03:00Z,2025-08-15T09:21:00Z,166,B737-800,Mainline,92,97,60
OO,5999,2025-08-15,ORD,OKC,2025-08-15T13:20:00Z,2025-08-15T15:49:00Z,2025-08-15T13:18:00Z,2025-08-15T15:31:00Z,70,ERJ-175,Express,82,95,34
YX,3523,2025-08-11,ORD,RIC,2025-08-11T14:55:00Z,2025-08-11T18:16:00Z,2025-08-11T14:47:00Z,2025-08-11T18:35:00Z,70,ERJ-170,Express,47,73,34
UA,533,2025-08-06,ORD,OMA,2025-08-06T20:13:00Z,2025-08-06T21:52:00Z,2025-08-07T00:52:00Z,2025-08-07T02:24:00Z,150,A320-200,Mainline,78,222,46
UA,576,2025-08-03,ORD,LAX,2025-08-03T15:35:00Z,2025-08-03T18:06:00Z,2025-08-03T15:35:00Z,2025-08-03T17:44:00Z,200,A321-2NX,Mainline,72,58,62
UA,1495,2025-08-14,ORD,TVC,2025-08-14T19:52:00Z,2025-08-14T22:12:00Z,2025-08-14T20:42:00Z,2025-08-14T22:52:00Z,150,A320-200,Mainline,57,67,46
UA,972,2025-08-12,ORD,BRU,2025-08-12T17:55:00Z,2025-08-13T09:00:00Z,2025-08-12T18:08:00Z,2025-08-13T09:38:00Z,318,B787-10,Mainline,155,210,155
UA,1577,2025-08-02,ORD,SFO,2025-08-02T14:40:00Z,2025-08-02T17:26:00Z,2025-08-02T14:40:00Z,2025-08-02T17:20:00Z,234,B757-300,Mainline,123,139,66
UA,2385,2025-08-10,ORD,MSO,2025-08-10T08:50:00Z,2025-08-10T11:38:00Z,2025-08-10T08:52:00Z,2025-08-10T11:51:00Z,166,B737-800,Mainline,80,87,51
UA,1082,2025-08-02,ORD,PIT,2025-08-02T14:12:00Z,2025-08-02T16:53:00Z,2025-08-02T14:12:00Z,2025-08-02T16:44:00Z,150,A320-200,Mainline,87,102,46
YX,3718,2025-08-14,ORD,MSN,2025-08-14T09:02:00Z,2025-08-14T10:13:00Z,2025-08-14T09:34:00Z,2025-08-14T10:28:00Z,76,ERJ-175,Express,67,36,39
UA,1677,2025-08-08,ORD,BOS,2025-08-08T15:48:00Z,2025-08-08T19:18:00Z,2025-08-08T15:48:00Z,2025-08-08T19:11:00Z,166,B737-800,Mainline,73,88,51
UA,2361,2025-08-05,ORD,LAX,2025-08-05T07:10:00Z,2025-08-05T09:40:00Z,2025-08-05T07:56:00Z,2025-08-05T09:49:00Z,234,B757-300,Mainline,662,697,66
OO,5275,2025-08-09,ORD,DLH,2025-08-09T20:15:00Z,2025-08-09T22:00:00Z,2025-08-09T20:21:00Z,2025-08-09T22:50:00Z,76,ERJ-175,Express,196,79,34
UA,1580,2025-08-09,ORD,YVR,2025-08-09T19:35:00Z,2025-08-09T22:18:00Z,2025-08-09T20:09:00Z,2025-08-09T22:40:00Z,166,B737-800,Mainline,65,85,65
YX,3654,2025-08-01,ORD,STL,2025-08-01T13:11:00Z,2025-08-01T14:37:00Z,2025-08-01T13:11:00Z,2025-08-01T14:18:00Z,76,ERJ-175,Express,85,88,34
YX,3569,2025-08-14,ORD,DTW,2025-08-14T13:00:00Z,2025-08-14T15:32:00Z,2025-08-14T12:55:00Z,2025-08-14T15:13:00Z,76,ERJ-175,Express,55,46,34
UA,611,2025-08-15,ORD,SFO,2025-08-15T07:20:00Z,2025-08-15T10:02:00Z,2025-08-15T07:17:00Z,2025-08-15T09:44:00Z,234,B757-300,Mainline,672,617,66
G7,4458,2025-08-02,ORD,LIT,2025-08-02T12:45:00Z,2025-08-02T14:38:00Z,2025-08-02T12:37:00Z,2025-08-02T14:18:00Z,50,CRJ-550,Express,60,36,29
UA,1657,2025-08-12,ORD,LGA,2025-08-12T07:00:00Z,2025-08-12T10:18:00Z,2025-08-12T06:54:00Z,2025-08-12T10:03:00Z,166,B737-800,Mainline,471,484,51
UA,2154,2025-08-04,ORD,ROC,2025-08-04T18:25:00Z,2025-08-04T21:13:00Z,2025-08-04T18:34:00Z,2025-08-04T21:25:00Z,179,B737-900,Mainline,75,87,56
UA,534,2025-08-01,ORD,EWR,2025-08-01T17:55:00Z,2025-08-01T21:28:00Z,2025-08-01T18:05:00Z,2025-08-01T21:09:00Z,200,A321-2NX,Mainline,76,92,62
UA,2378,2025-08-01,ORD,LAX,2025-08-01T21:42:00Z,2025-08-02T00:15:00Z,2025-08-01T21:47:00Z,2025-08-02T00:04:00Z,200,A321-2NX,Mainline,77,86,62
UA,1811,2025-08-02,ORD,MSP,2025-08-02T12:45:00Z,2025-08-02T14:28:00Z,2025-08-02T12:50:00Z,2025-08-02T14:20:00Z,166,B737-MAX8,Mainline,81,98,60
G7,4380,2025-08-04,ORD,SYR,2025-08-04T07:05:00Z,2025-08-04T10:09:00Z,2025-08-04T07:05:00Z,2025-08-04T09:52:00Z,50,CRJ-550,Express,647,585,29
UA,617,2025-08-04,ORD,CLT,2025-08-04T18:35:00Z,2025-08-04T21:45:00Z,2025-08-04T18:26:00Z,2025-08-04T21:54:00Z,166,B737-MAX8,Mainline,85,58,51
OO,5251,2025-08-14,ORD,ASE,2025-08-14T19:35:00Z,2025-08-14T21:44:00Z,2025-08-14T19:36:00Z,2025-08-14T21:39:00Z,70,ERJ-175,Express,68,80,34
G7,4563,2025-08-01,ORD,FSD,2025-08-01T12:45:00Z,2025-08-01T14:35:00Z,2025-08-01T12:42:00Z,2025-08-01T14:34:00Z,50,CRJ-550,Express,49,61,33
UA,1793,2025-08-03,ORD,MSP,2025-08-03T08:45:00Z,2025-08-03T10:25:00Z,2025-08-03T08:42:00Z,2025-08-03T10:09:00Z,150,A320-200,Mainline,64,66,46
UA,307,2025-08-12,ORD,COS,2025-08-12T09:15:00Z,2025-08-12T11:08:00Z,2025-08-12T09:09:00Z,2025-08-12T10:55:00Z,126,B737-700,Mainline,70,62,43
UA,1538,2025-08-13,ORD,SAV,2025-08-13T11:05:00Z,2025-08-13T14:34:00Z,2025-08-13T10:59:00Z,2025-08-13T14:10:00Z,126,B737-700,Mainline,85,98,43
UA,265,2025-08-02,ORD,YYZ,2025-08-02T17:55:00Z,2025-08-02T20:44:00Z,2025-08-02T18:30:00Z,2025-08-02T21:12:00Z,126,A319-100,Mainline,49,64,52
OO,5847,2025-08-01,ORD,DSM,2025-08-01T16:20:00Z,2025-08-01T17:49:00Z,2025-08-01T16:24:00Z,2025-08-01T17:50:00Z,76,ERJ-175,Express,47,65,34
OO,5474,2025-08-09,ORD,MBS,2025-08-09T18:35:00Z,2025-08-09T21:02:00Z,2025-08-09T18:42:00Z,2025-08-09T20:52:00Z,50,CRJ-550,Express,86,30,29
G7,4502,2025-08-14,ORD,LEX,2025-08-14T10:50:00Z,2025-08-14T13:21:00Z,2025-08-14T10:40:00Z,2025-08-14T13:02:00Z,50,CRJ-550,Express,57,51,29
OO,5280,2025-08-04,ORD,DSM,2025-08-04T21:29:00Z,2025-08-04T23:00:00Z,2025-08-04T21:28:00Z,2025-08-04T22:53:00Z,76,ERJ-175,Express,64,80,34
G7,4390,2025-08-02,ORD,CHA,2025-08-02T14:09:00Z,2025-08-02T16:55:00Z,2025-08-02T14:04:00Z,2025-08-02T16:47:00Z,50,CRJ-550,Express,54,58,29
OO,5289,2025-08-06,ORD,CRW,2025-08-06T10:35:00Z,2025-08-06T13:16:00Z,2025-08-06T10:31:00Z,2025-08-06T12:57:00Z,50,CRJ-550,Express,69,70,29
OO,5499,2025-08-11,ORD,SBN,2025-08-11T19:35:00Z,2025-08-11T21:35:00Z,2025-08-11T19:43:00Z,2025-08-11T21:50:00Z,50,CRJ-200,Express,68,64,29
OO,5021,2025-08-05,ORD,SUX,2025-08-05T20:50:00Z,2025-08-05T22:40:00Z,2025-08-05T20:43:00Z,2025-08-05T22:22:00Z,50,CRJ-200,Express,124,116,29
UA,1413,2025-08-03,ORD,LGA,2025-08-03T08:55:00Z,2025-08-03T12:15:00Z,2025-08-03T08:57:00Z,2025-08-03T12:11:00Z,166,B737-800,Mainline,50,63,51
UA,2040,2025-08-06,ORD,DEN,2025-08-06T20:10:00Z,2025-08-06T22:00:00Z,2025-08-06T21:58:00Z,2025-08-06T23:35:00Z,179,B737-900,Mainline,77,74,56
UA,2067,2025-08-03,ORD,BOS,2025-08-03T07:27:00Z,2025-08-03T10:54:00Z,2025-08-03T07:19:00Z,2025-08-03T10:49:00Z,126,A319-100,Mainline,477,481,43
UA,1899,2025-08-06,ORD,YYC,2025-08-06T20:03:00Z,2025-08-06T22:53:00Z,2025-08-06T21:23:00Z,2025-08-07T00:02:00Z,126,B737-700,Mainline,102,206,52
UA,343,2025-08-10,ORD,SFO,2025-08-10T10:53:00Z,2025-08-10T13:40:00Z,2025-08-10T10:58:00Z,2025-08-10T13:50:00Z,150,A320-200,Mainline,133,160,46
UA,2177,2025-08-01,ORD,MSN,2025-08-01T14:00:00Z,2025-08-01T15:03:00Z,2025-08-01T14:04:00Z,2025-08-01T14:52:00Z,126,A319-100,Mainline,63,53,43
UA,1224,2025-08-08,ORD,LAX,2025-08-08T06:10:00Z,2025-08-08T08:39:00Z,2025-08-08T06:05:00Z,2025-08-08T08:41:00Z,179,B737-900,Mainline,585,575,56
UA,224,2025-08-04,ORD,BZN,2025-08-04T09:20:00Z,2025-08-04T11:47:00Z,2025-08-04T09:14:00Z,2025-08-04T11:26:00Z,166,B737-800,Mainline,611,604,51
UA,468,2025-08-10,ORD,IAH,2025-08-10T06:00:00Z,2025-08-10T08:50:00Z,2025-08-10T06:13:00Z,2025-08-10T09:10:00Z,179,B737-900,Mainline,383,339,56
UA,2148,2025-08-01,ORD,SAT,2025-08-01T19:40:00Z,2025-08-01T22:38:00Z,2025-08-01T20:42:00Z,2025-08-01T23:37:00Z,150,A320-200,Mainline,45,79,46
UA,533,2025-08-03,ORD,OMA,2025-08-03T20:13:00Z,2025-08-03T21:52:00Z,2025-08-03T20:19:00Z,2025-08-03T21:46:00Z,150,A320-200,Mainline,118,71,54
UA,2059,2025-08-15,ORD,PDX,2025-08-15T19:55:00Z,2025-08-15T22:29:00Z,2025-08-15T20:19:00Z,2025-08-15T23:01:00Z,179,B737-900,Mainline,62,82,56
UA,3,2025-08-11,ORD,ZRH,2025-08-11T15:55:00Z,2025-08-12T07:45:00Z,2025-08-11T16:13:00Z,2025-08-12T08:28:00Z,167,B767-300,Mainline,270,298,145
UA,1239,2025-08-04,ORD,ROC,2025-08-04T14:07:00Z,2025-08-04T16:55:00Z,2025-08-04T14:03:00Z,2025-08-04T16:34:00Z,150,A320-200,Mainline,275,248,46
UA,1859,2025-08-08,ORD,SNA,2025-08-08T16:50:00Z,2025-08-08T19:18:00Z,2025-08-08T16:45:00Z,2025-08-08T19:02:00Z,126,B737-700,Mainline,57,70,43
UA,1974,2025-08-04,ORD,PWM,2025-08-04T18:30:00Z,2025-08-04T22:01:00Z,2025-08-04T18:27:00Z,2025-08-04T22:03:00Z,126,B737-700,Mainline,80,62,51
UA,466,2025-08-03,ORD,DCA,2025-08-03T10:00:00Z,2025-08-03T12:58:00Z,2025-08-03T10:49:00Z,2025-08-03T13:44:00Z,126,A319-100,Mainline,137,203,43
UA,1641,2025-08-05,ORD,IND,2025-08-05T21:30:00Z,2025-08-05T23:43:00Z,2025-08-05T21:30:00Z,2025-08-05T23:37:00Z,126,B737-700,Mainline,74,63,43
YX,3694,2025-08-08,ORD,ROC,2025-08-08T10:45:00Z,2025-08-08T13:40:00Z,2025-08-08T10:35:00Z,2025-08-08T13:29:00Z,76,ERJ-175,Express,75,78,34
UA,2465,2025-08-07,ORD,ORF,2025-08-07T11:55:00Z,2025-08-07T15:14:00Z,2025-08-07T14:09:00Z,2025-08-07T17:22:00Z,179,B737-MAX9,Mainline,-80,69,56
YX,3716,2025-08-03,ORD,CMH,2025-08-03T18:17:00Z,2025-08-03T20:54:00Z,2025-08-03T18:20:00Z,2025-08-03T20:59:00Z,76,ERJ-175,Express,47,71,34
UA,777,2025-08-01,ORD,LAS,2025-08-01T19:49:00Z,2025-08-01T21:52:00Z,2025-08-01T20:26:00Z,2025-08-01T22:26:00Z,179,B737-MAX9,Mainline,79,60,56
UA,2862,2025-08-10,ORD,IAD,2025-08-10T10:50:00Z,2025-08-10T13:49:00Z,2025-08-10T10:51:00Z,2025-08-10T13:47:00Z,179,B737-MAX9,Mainline,94,69,62
OO,5901,2025-08-04,ORD,FAR,2025-08-04T16:20:00Z,2025-08-04T18:27:00Z,2025-08-04T16:18:00Z,2025-08-04T18:31:00Z,76,ERJ-175,Express,194,195,34
OO,5901,2025-08-14,ORD,FAR,2025-08-14T16:20:00Z,2025-08-14T18:27:00Z,2025-08-14T16:32:00Z,2025-08-14T18:23:00Z,76,ERJ-175,Express,86,67,34
UA,534,2025-08-14,ORD,EWR,2025-08-14T17:55:00Z,2025-08-14T21:28:00Z,2025-08-14T20:16:00Z,2025-08-14T23:29:00Z,200,A321-2NX,Mainline,76,238,62
OO,5253,2025-08-01,ORD,FCA,2025-08-01T19:42:00Z,2025-08-01T22:48:00Z,2025-08-01T19:46:00Z,2025-08-01T22:52:00Z,76,ERJ-175,Express,53,53,34
G7,4588,2025-08-06,ORD,MDT,2025-08-06T13:55:00Z,2025-08-06T16:57:00Z,2025-08-06T14:02:00Z,2025-08-06T17:08:00Z,50,CRJ-550,Express,110,132,29
UA,1710,2025-08-09,ORD,SMF,2025-08-09T19:59:00Z,2025-08-09T22:32:00Z,2025-08-09T20:31:00Z,2025-08-09T23:07:00Z,166,B737-800,Mainline,79,73,51
UA,1740,2025-08-12,ORD,RSW,2025-08-12T07:11:00Z,2025-08-12T11:16:00Z,2025-08-12T07:06:00Z,2025-08-12T10:53:00Z,179,B737-MAX9,Mainline,541,541,119
G7,4507,2025-08-03,ORD,CHA,2025-08-03T20:14:00Z,2025-08-03T22:59:00Z,2025-08-03T20:08:00Z,2025-08-03T22:57:00Z,50,CRJ-550,Express,79,83,29
UA,2106,2025-08-01,ORD,SFO,2025-08-01T21:40:00Z,2025-08-02T00:30:00Z,2025-08-01T21:51:00Z,2025-08-02T00:30:00Z,200,A321-2NX,Mainline,75,70,62
UA,1113,2025-08-12,ORD,ALB,2025-08-12T11:59:00Z,2025-08-12T15:09:00Z,2025-08-12T11:55:00Z,2025-08-12T15:10:00Z,166,B737-800,Mainline,65,77,51
YX,3451,2025-08-03,ORD,PWM,2025-08-03T13:55:00Z,2025-08-03T17:37:00Z,2025-08-03T14:28:00Z,2025-08-03T18:01:00Z,70,ERJ-170,Express,76,39,34
OO,5624,2025-08-07,ORD,LEX,2025-08-07T17:50:00Z,2025-08-07T20:21:00Z,2025-08-07T18:37:00Z,2025-08-07T21:25:00Z,76,ERJ-175,Express,585,65,34
UA,1741,2025-08-01,ORD,JAC,2025-08-01T09:20:00Z,2025-08-01T11:35:00Z,2025-08-01T09:17:00Z,2025-08-01T11:18:00Z,126,B737-700,Mainline,75,82,43
UA,2090,2025-08-05,ORD,MIA,2025-08-05T07:01:00Z,2025-08-05T11:18:00Z,2025-08-05T06:52:00Z,2025-08-05T11:01:00Z,166,B737-800,Mainline,83,82,60
UA,2090,2025-08-07,ORD,MIA,2025-08-07T07:01:00Z,2025-08-07T11:18:00Z,2025-08-07T06:57:00Z,2025-08-07T11:00:00Z,166,B737-800,Mainline,1389,1349,51
OO,5607,2025-08-02,ORD,TUS,2025-08-02T09:20:00Z,2025-08-02T11:26:00Z,2025-08-02T09:20:00Z,2025-08-02T11:26:00Z,70,ERJ-175,Express,101,112,34
UA,1258,2025-08-02,ORD,UVF,2025-08-02T08:47:00Z,2025-08-02T15:30:00Z,2025-08-02T09:00:00Z,2025-08-02T15:45:00Z,126,B737-700,Mainline,70,100,52
YX,3641,2025-08-10,ORD,GRR,2025-08-10T10:35:00Z,2025-08-10T12:48:00Z,2025-08-10T10:30:00Z,2025-08-10T12:28:00Z,76,ERJ-175,Express,178,152,34
UA,580,2025-08-10,ORD,PDX,2025-08-10T16:13:00Z,2025-08-10T18:45:00Z,2025-08-10T16:57:00Z,2025-08-10T19:03:00Z,179,B737-900,Mainline,78,77,56
OO,4778,2025-08-15,ORD,FAR,2025-08-15T08:45:00Z,2025-08-15T10:57:00Z,2025-08-15T08:48:00Z,2025-08-15T10:51:00Z,50,CRJ-200,Express,72,98,29
G7,4451,2025-08-03,ORD,DTW,2025-08-03T07:35:00Z,2025-08-03T10:05:00Z,2025-08-03T07:42:00Z,2025-08-03T10:16:00Z,50,CRJ-550,Express,768,717,29
G7,4426,2025-08-08,ORD,BUF,2025-08-08T10:35:00Z,2025-08-08T13:21:00Z,2025-08-08T10:29:00Z,2025-08-08T13:10:00Z,50,CRJ-550,Express,43,46,29
G7,4507,2025-08-15,ORD,CHA,2025-08-15T20:14:00Z,2025-08-15T22:59:00Z,2025-08-15T20:10:00Z,2025-08-15T23:07:00Z,50,CRJ-550,Express,79,76,29
OO,5405,2025-08-02,ORD,SCE,2025-08-02T07:25:00Z,2025-08-02T10:20:00Z,2025-08-02T07:30:00Z,2025-08-02T10:07:00Z,50,CRJ-200,Express,65,86,29
OO,5726,2025-08-15,ORD,TYS,2025-08-15T07:25:00Z,2025-08-15T10:17:00Z,2025-08-15T07:34:00Z,2025-08-15T10:03:00Z,50,CRJ-550,Express,82,99,29
OO,5100,2025-08-11,ORD,DEC,2025-08-11T17:00:00Z,2025-08-11T18:03:00Z,2025-08-11T17:19:00Z,2025-08-11T18:13:00Z,50,CRJ-200,Express,42,43,29
UA,1655,2025-08-03,ORD,DCA,2025-08-03T18:00:00Z,2025-08-03T21:02:00Z,2025-08-03T18:03:00Z,2025-08-03T20:57:00Z,150,A320-200,Mainline,1385,1379,46
OO,5219,2025-08-08,ORD,GRB,2025-08-08T20:20:00Z,2025-08-08T21:37:00Z,2025-08-09T00:15:00Z,2025-08-09T01:41:00Z,50,CRJ-550,Express,3,209,29
OO,5103,2025-08-06,ORD,JLN,2025-08-06T21:50:00Z,2025-08-06T23:40:00Z,2025-08-06T21:44:00Z,2025-08-06T23:17:00Z,50,CRJ-200,Express,107,97,29
OO,5841,2025-08-02,ORD,MEM,2025-08-02T12:48:00Z,2025-08-02T14:46:00Z,2025-08-02T12:58:00Z,2025-08-02T14:49:00Z,76,ERJ-175,Express,47,63,39
OO,5229,2025-08-02,ORD,ILM,2025-08-02T11:59:00Z,2025-08-02T15:24:00Z,2025-08-02T11:57:00Z,2025-08-02T15:16:00Z,76,ERJ-175,Express,47,52,34
YX,3708,2025-08-07,ORD,BNA,2025-08-07T12:45:00Z,2025-08-07T14:26:00Z,2025-08-07T12:36:00Z,2025-08-07T14:19:00Z,76,ERJ-175,Express,44,55,39
UA,1594,2025-08-13,ORD,ABQ,2025-08-13T09:20:00Z,2025-08-13T11:32:00Z,2025-08-13T09:30:00Z,2025-08-13T11:31:00Z,126,A319-100,Mainline,98,131,43
OO,5290,2025-08-06,ORD,BOI,2025-08-06T19:45:00Z,2025-08-06T22:52:00Z,2025-08-06T20:05:00Z,2025-08-06T22:40:00Z,70,ERJ-175,Express,171,123,34
OO,5643,2025-08-10,ORD,CAK,2025-08-10T21:10:00Z,2025-08-10T23:46:00Z,2025-08-10T21:06:00Z,2025-08-10T23:28:00Z,50,CRJ-550,Express,385,351,29
UA,1270,2025-08-09,ORD,PUJ,2025-08-09T09:23:00Z,2025-08-09T15:05:00Z,2025-08-09T09:54:00Z,2025-08-09T15:43:00Z,179,B737-900,Mainline,3,62,70
YX,3433,2025-08-07,ORD,CVG,2025-08-07T16:35:00Z,2025-08-07T19:02:00Z,2025-08-07T16:45:00Z,2025-08-07T19:10:00Z,76,ERJ-175,Express,45,46,39
UA,972,2025-08-04,ORD,BRU,2025-08-04T17:55:00Z,2025-08-05T09:00:00Z,2025-08-04T18:26:00Z,2025-08-05T09:17:00Z,318,B787-10,Mainline,155,170,155
OO,4766,2025-08-09,ORD,OKC,2025-08-09T16:45:00Z,2025-08-09T19:04:00Z,2025-08-09T16:52:00Z,2025-08-09T19:08:00Z,50,CRJ-550,Express,42,56,29
UA,1564,2025-08-15,ORD,MSP,2025-08-15T20:05:00Z,2025-08-15T21:43:00Z,2025-08-15T20:12:00Z,2025-08-15T22:44:00Z,166,B737-800,Mainline,85,63,51
UA,2653,2025-08-11,ORD,RDU,2025-08-11T10:52:00Z,2025-08-11T13:59:00Z,2025-08-11T10:48:00Z,2025-08-11T13:43:00Z,179,B737-MAX9,Mainline,96,97,62
UA,764,2025-08-11,ORD,YYC,2025-08-11T08:45:00Z,2025-08-11T11:38:00Z,2025-08-11T08:42:00Z,2025-08-11T11:17:00Z,126,B737-700,Mainline,63,77,52
UA,2684,2025-08-07,ORD,FCA,2025-08-07T08:45:00Z,2025-08-07T11:36:00Z,2025-08-07T08:37:00Z,2025-08-07T11:10:00Z,179,B737-900,Mainline,75,74,56
UA,561,2025-08-12,ORD,MCI,2025-08-12T12:45:00Z,2025-08-12T14:22:00Z,2025-08-12T13:16:00Z,2025-08-12T14:47:00Z,179,B737-900,Mainline,67,112,56
UA,2211,2025-08-10,ORD,SEA,2025-08-10T19:59:00Z,2025-08-10T22:42:00Z,2025-08-10T20:37:00Z,2025-08-10T23:36:00Z,166,B737-800,Mainline,103,100,51
UA,1495,2025-08-04,ORD,TVC,2025-08-04T19:52:00Z,2025-08-04T22:12:00Z,2025-08-04T20:00:00Z,2025-08-04T22:12:00Z,150,A320-200,Mainline,57,64,46
OO,5737,2025-08-05,ORD,OMA,2025-08-05T21:12:00Z,2025-08-05T23:00:00Z,2025-08-05T21:06:00Z,2025-08-05T22:44:00Z,70,ERJ-175,Express,142,125,34
OO,5230,2025-08-14,ORD,CRW,2025-08-14T14:00:00Z,2025-08-14T16:42:00Z,2025-08-14T13:57:00Z,2025-08-14T16:31:00Z,50,CRJ-550,Express,45,40,29
UA,533,2025-08-10,ORD,OMA,2025-08-10T20:13:00Z,2025-08-10T21:52:00Z,2025-08-10T20:49:00Z,2025-08-10T22:31:00Z,150,A320-200,Mainline,108,82,46
UA,2195,2025-08-06,ORD,BDL,2025-08-06T11:06:00Z,2025-08-06T14:24:00Z,2025-08-06T11:00:00Z,2025-08-06T14:20:00Z,166,B737-800,Mainline,63,76,51
YX,3603,2025-08-11,ORD,CMH,2025-08-11T13:00:00Z,2025-08-11T15:35:00Z,2025-08-11T12:56:00Z,2025-08-11T15:26:00Z,76,ERJ-175,Express,74,114,34
UA,1328,2025-08-02,ORD,SMF,2025-08-02T09:05:00Z,2025-08-02T11:46:00Z,2025-08-02T09:03:00Z,2025-08-02T11:38:00Z,179,B737-900,Mainline,69,87,56
OO,5474,2025-08-13,ORD,MBS,2025-08-13T18:35:00Z,2025-08-13T21:02:00Z,2025-08-13T19:53:00Z,2025-08-13T21:53:00Z,50,CRJ-550,Express,105,30,29
OO,5557,2025-08-10,ORD,OKC,2025-08-10T09:15:00Z,2025-08-10T11:54:00Z,2025-08-10T09:51:00Z,2025-08-10T12:23:00Z,76,ERJ-175,Express,-16,32,39
OO,4792,2025-08-06,ORD,ROA,2025-08-06T17:57:00Z,2025-08-06T21:04:00Z,2025-08-06T18:08:00Z,2025-08-06T20:59:00Z,76,ERJ-175,Express,72,91,34
UA,1983,2025-08-11,ORD,LAX,2025-08-11T16:50:00Z,2025-08-11T19:21:00Z,2025-08-11T18:27:00Z,2025-08-11T20:38:00Z,179,B737-900,Mainline,57,175,56
G7,4185,2025-08-06,ORD,STL,2025-08-06T20:05:00Z,2025-08-06T21:35:00Z,2025-08-06T20:03:00Z,2025-08-06T21:28:00Z,50,CRJ-550,Express,185,151,29
UA,411,2025-08-14,ORD,DTW,2025-08-14T10:45:00Z,2025-08-14T13:14:00Z,2025-08-14T10:56:00Z,2025-08-14T13:11:00Z,126,B737-700,Mainline,6839,6860,43
UA,1335,2025-08-13,ORD,BUF,2025-08-13T18:20:00Z,2025-08-13T21:01:00Z,2025-08-13T18:33:00Z,2025-08-13T21:01:00Z,179,B737-900,Mainline,88,81,56
UA,2090,2025-08-01,ORD,MIA,2025-08-01T07:01:00Z,2025-08-01T11:18:00Z,2025-08-01T07:24:00Z,2025-08-01T11:29:00Z,179,B737-900,Mainline,61,68,62
G7,4425,2025-08-02,ORD,GRR,2025-08-02T14:00:00Z,2025-08-02T16:04:00Z,2025-08-02T18:02:00Z,2025-08-02T19:45:00Z,50,CRJ-550,Express,-185,73,29
UA,1377,2025-08-10,ORD,MYR,2025-08-10T11:20:00Z,2025-08-10T14:35:00Z,2025-08-10T11:10:00Z,2025-08-10T14:20:00Z,166,B737-MAX8,Mainline,85,64,51
G7,4390,2025-08-06,ORD,CHA,2025-08-06T14:09:00Z,2025-08-06T16:55:00Z,2025-08-06T14:05:00Z,2025-08-06T16:43:00Z,50,CRJ-550,Express,54,52,29
