flight_id,company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_score,difficulty_score_scaled,daily_rank,daily_percentile,difficulty_category,ground_time_pressure,is_tight_turnaround,is_very_tight_turnaround,load_factor,bags_per_passenger,transfer_ratio,special_service_ratio,wheelchair_ratio,children_ratio,total_passengers,total_bags,checked_bags,transfer_bags,total_special_requests,wheelchair_requests,total_children,total_lap_children,scheduled_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,fleet_type,total_seats,haul_type,time_of_day,is_international
G7_4517_2025-08-05_ORD_SCE,G7,4517,2025-08-05,ORD,SCE,0.22383224800900525,33.15594688505357,441,16.508538899430743,Easy,1.896551724137931,0,0,0.94,0.5106382978723404,8.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,47,24.0,2.0,16.0,1.0,1.0,1,0,55,29,-5.0,CRJ-550,50,Medium,Midday,0
OO_5021_2025-08-05_ORD_SUX,OO,5021,2025-08-05,ORD,SUX,0.2235765759883293,33.11215153928288,442,16.318785578747626,Easy,4.275862068965517,0,0,1.0,0.8846153846153846,0.7037037037037037,0.0,0.0,0.057692307692307696,52,46.0,27.0,19.0,0.0,0.0,2,1,124,29,0.0,CRJ-200,50,Short,Midday,0
G7_4563_2025-08-05_ORD_FSD,G7,4563,2025-08-05,ORD,FSD,0.2226566193984529,32.95456755007225,443,16.129032258064516,Easy,2.1724137931034484,0,0,1.0,0.5396825396825397,4.8,0.0,0.0,0.047619047619047616,63,34.0,5.0,24.0,0.0,0.0,2,1,63,29,-10.0,CRJ-550,50,Medium,Midday,0
OO_5493_2025-08-05_ORD_ATW,OO,5493,2025-08-05,ORD,ATW,0.22262161829057361,32.948572034341275,444,15.939278937381404,Easy,3.6551724137931036,0,0,1.0,1.0,1.08,0.0,0.0,0.03773584905660377,53,53.0,25.0,27.0,0.0,0.0,1,1,106,29,-4.0,CRJ-200,50,Short,Midday,0
OO_5125_2025-08-05_ORD_CMX,OO,5125,2025-08-05,ORD,CMX,0.22216960466218147,32.87114434750969,445,15.749525616698293,Easy,1.4827586206896552,0,0,0.82,0.926829268292683,1.375,0.0,0.0,0.04878048780487805,41,38.0,16.0,22.0,0.0,0.0,2,0,43,29,-9.0,CRJ-200,50,Medium,Midday,0
OO_5819_2025-08-05_ORD_DLH,OO,5819,2025-08-05,ORD,DLH,0.22181486878925308,32.81037985645943,446,15.559772296015181,Easy,2.5517241379310347,0,0,0.94,0.48936170212765956,1.0,0.02127659574468085,0.02127659574468085,0.0425531914893617,47,23.0,10.0,10.0,1.0,1.0,0,2,74,29,-9.0,CRJ-550,50,Medium,Midday,0
OO_5731_2025-08-05_ORD_STL,OO,5731,2025-08-05,ORD,STL,0.22169821504225593,32.790397649678724,447,15.370018975332068,Easy,2.5294117647058822,0,0,1.0,0.6987951807228916,2.75,0.024096385542168676,0.024096385542168676,0.024096385542168676,83,58.0,12.0,33.0,2.0,2.0,1,1,86,34,-5.0,ERJ-175,76,Short,Midday,0
YX_3668_2025-08-05_ORD_IND,YX,3668,2025-08-05,ORD,IND,0.22044653433333328,32.57599096842811,448,15.180265654648956,Easy,4.0,0,0,0.9210526315789473,0.6857142857142857,1.1578947368421053,0.0,0.0,0.0,70,48.0,19.0,22.0,0.0,0.0,0,0,136,34,-2.0,ERJ-175,76,Medium,Morning_Peak,0
OO_5037_2025-08-05_ORD_LAF,OO,5037,2025-08-05,ORD,LAF,0.22038257628865227,32.56503527341613,449,14.990512333965844,Easy,0.8275862068965517,1,1,0.5,0.52,0.08333333333333333,0.0,0.0,0.0,25,13.0,12.0,1.0,0.0,0.0,0,0,24,29,-6.0,CRJ-200,50,Medium,Midday,0
OO_5140_2025-08-05_ORD_CMX,OO,5140,2025-08-05,ORD,CMX,0.21971219089696664,32.45020158942181,450,14.800759013282732,Easy,12.758620689655173,0,0,1.0,0.6307692307692307,1.0,0.0,0.0,0.1076923076923077,65,41.0,18.0,18.0,0.0,0.0,6,1,370,29,59.0,CRJ-200,50,Medium,Off_Peak,0
G7_4426_2025-08-05_ORD_BUF,G7,4426,2025-08-05,ORD,BUF,0.21921691253240105,32.36536286842471,451,14.61100569259962,Easy,1.4482758620689655,0,0,1.0,0.3333333333333333,1.6,0.0196078431372549,0.0196078431372549,0.0392156862745098,51,17.0,5.0,8.0,1.0,1.0,2,0,42,29,-10.0,CRJ-550,50,Medium,Midday,0
OO_5593_2025-08-05_ORD_MEM,OO,5593,2025-08-05,ORD,MEM,0.21813571477346028,32.180159068751536,452,14.421252371916509,Easy,1.5294117647058822,0,0,0.868421052631579,0.5454545454545454,1.1333333333333333,0.015151515151515152,0.015151515151515152,0.0,66,36.0,15.0,17.0,1.0,1.0,0,0,52,34,-6.0,ERJ-175,76,Medium,Morning_Peak,0
OO_5274_2025-08-05_ORD_SBN,OO,5274,2025-08-05,ORD,SBN,0.21748238638149925,32.06824716399131,453,14.231499051233396,Easy,6.0,0,0,0.96,0.4166666666666667,19.0,0.0,0.0,0.08333333333333333,48,20.0,1.0,19.0,0.0,0.0,4,0,174,29,-5.0,CRJ-550,50,Medium,Off_Peak,0
G7_4590_2025-08-05_ORD_MDT,G7,4590,2025-08-05,ORD,MDT,0.21728668786866276,32.03472498188541,454,14.041745730550284,Easy,1.7241379310344827,0,0,1.0,0.32142857142857145,5.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,56,18.0,3.0,15.0,1.0,1.0,2,0,50,29,-7.0,CRJ-550,50,Medium,Midday,0
G7_4429_2025-08-05_ORD_FSD,G7,4429,2025-08-05,ORD,FSD,0.2171964215820446,32.01926281585165,455,13.851992409867172,Easy,1.9655172413793103,0,0,1.0,0.45454545454545453,16.0,0.0,0.0,0.01818181818181818,55,25.0,1.0,16.0,0.0,0.0,1,0,57,29,-9.0,CRJ-550,50,Medium,Midday,0
UA_1097_2025-08-05_ORD_DCA,UA,1097,2025-08-05,ORD,DCA,0.2171585338164196,32.01277283000322,456,13.66223908918406,Easy,1.3333333333333333,0,0,0.5240963855421686,0.5402298850574713,0.38235294117647056,0.022988505747126436,0.022988505747126436,0.022988505747126436,87,47.0,34.0,13.0,2.0,2.0,1,1,80,60,-4.0,B737-800,166,Medium,Midday,0
G7_4476_2025-08-05_ORD_CAE,G7,4476,2025-08-05,ORD,CAE,0.21673858844622004,31.94083827633534,457,13.472485768500949,Easy,1.6896551724137931,0,0,0.98,0.4897959183673469,0.38461538461538464,0.02040816326530612,0.02040816326530612,0.02040816326530612,49,24.0,13.0,5.0,1.0,1.0,1,0,49,29,-3.0,CRJ-550,50,Medium,Midday,0
G7_4390_2025-08-05_ORD_CHA,G7,4390,2025-08-05,ORD,CHA,0.21673843418648256,31.94081185240939,458,13.282732447817835,Easy,1.8620689655172413,0,0,0.84,0.7857142857142857,3.0,0.023809523809523808,0.023809523809523808,0.0,42,33.0,8.0,24.0,1.0,1.0,0,0,54,29,16.0,CRJ-550,50,Medium,Midday,0
OO_5444_2025-08-05_ORD_LIT,OO,5444,2025-08-05,ORD,LIT,0.21667677041736647,31.93024915539302,459,13.092979127134724,Easy,1.3793103448275863,0,0,0.96,0.3541666666666667,4.5,0.0,0.0,0.020833333333333332,48,17.0,2.0,9.0,0.0,0.0,1,0,40,29,-8.0,CRJ-550,50,Medium,Morning_Peak,0
G7_4468_2025-08-05_ORD_LEX,G7,4468,2025-08-05,ORD,LEX,0.2155276522747719,31.733410931745208,460,12.903225806451612,Easy,2.1379310344827585,0,0,0.88,0.5909090909090909,5.5,0.022727272727272728,0.022727272727272728,0.06818181818181818,44,26.0,4.0,22.0,1.0,1.0,3,0,62,29,16.0,CRJ-550,50,Medium,Off_Peak,0
G7_4546_2025-08-05_ORD_AVP,G7,4546,2025-08-05,ORD,AVP,0.2153941176472826,31.710537114079145,461,12.7134724857685,Easy,3.2758620689655173,0,0,0.92,0.391304347826087,1.0,0.0,0.0,0.043478260869565216,46,18.0,0.0,18.0,0.0,0.0,2,0,95,29,-5.0,CRJ-550,50,Medium,Evening_Peak,0
OO_5427_2025-08-05_ORD_PIA,OO,5427,2025-08-05,ORD,PIA,0.21502875981946465,31.64795313497572,462,12.523719165085389,Easy,5.689655172413793,0,0,0.94,0.851063829787234,2.0,0.0,0.0,0.06382978723404255,47,40.0,13.0,26.0,0.0,0.0,2,1,165,29,-6.0,CRJ-200,50,Short,Midday,0
G7_4185_2025-08-05_ORD_STL,G7,4185,2025-08-05,ORD,STL,0.21459531959310923,31.573706979553727,463,12.333965844402277,Easy,2.9310344827586206,0,0,1.0,0.6538461538461539,2.7777777777777777,0.0,0.0,0.019230769230769232,52,34.0,9.0,25.0,0.0,0.0,1,0,85,29,-5.0,CRJ-550,50,Short,Evening_Peak,0
OO_5964_2025-08-05_ORD_CID,OO,5964,2025-08-05,ORD,CID,0.21451885388362324,31.560608783757072,464,12.144212523719165,Easy,1.7058823529411764,0,0,0.9736842105263158,0.6486486486486487,1.0,0.0,0.0,0.02702702702702703,74,48.0,0.0,38.0,0.0,0.0,2,0,58,34,0.0,ERJ-175,76,Short,Evening_Peak,0
G7_4389_2025-08-05_ORD_CID,G7,4389,2025-08-05,ORD,CID,0.21442692644434616,31.5448620705332,465,11.954459203036052,Easy,2.7241379310344827,0,0,1.0,0.56,5.333333333333333,0.02,0.02,0.04,50,28.0,3.0,16.0,1.0,1.0,1,1,79,29,-10.0,CRJ-550,50,Short,Midday,0
OO_5260_2025-08-05_ORD_FSD,OO,5260,2025-08-05,ORD,FSD,0.2142807304311405,31.51981942045474,466,11.76470588235294,Easy,2.9655172413793105,0,0,0.9,0.5111111111111111,2.3333333333333335,0.0,0.0,0.022222222222222223,45,23.0,6.0,14.0,0.0,0.0,1,0,86,29,-3.0,CRJ-550,50,Medium,Morning_Peak,0
UA_1492_2025-08-05_ORD_CMH,UA,1492,2025-08-05,ORD,CMH,0.21314130556862876,31.324641607483688,467,11.57495256166983,Easy,1.5686274509803921,0,0,0.4578313253012048,0.5,26.0,0.013157894736842105,0.013157894736842105,0.039473684210526314,76,38.0,1.0,26.0,1.0,1.0,3,0,80,51,88.0,B737-800,166,Medium,Off_Peak,0
OO_5138_2025-08-05_ORD_MGW,OO,5138,2025-08-05,ORD,MGW,0.2131068079319866,31.318732333872052,468,11.385199240986717,Easy,2.1724137931034484,0,0,0.66,1.0,1.4444444444444444,0.030303030303030304,0.030303030303030304,0.06060606060606061,33,33.0,9.0,13.0,1.0,1.0,2,0,63,29,3.0,CRJ-200,50,Medium,Off_Peak,0
G7_4610_2025-08-05_ORD_XNA,G7,4610,2025-08-05,ORD,XNA,0.21226218032847133,31.17405182543932,469,11.195445920303605,Easy,1.3636363636363635,0,0,1.0,0.3333333333333333,1.4285714285714286,0.0,0.0,0.07017543859649122,57,19.0,7.0,10.0,0.0,0.0,4,0,45,33,-2.0,CRJ-550,50,Medium,Midday,0
OO_5229_2025-08-05_ORD_ILM,OO,5229,2025-08-05,ORD,ILM,0.2114078407546016,31.027707704779246,470,11.005692599620494,Easy,1.3823529411764706,0,0,0.7105263157894737,0.5555555555555556,1.2307692307692308,0.05555555555555555,0.037037037037037035,0.018518518518518517,54,30.0,13.0,16.0,3.0,2.0,1,0,47,34,-1.0,ERJ-175,76,Medium,Midday,0
OO_5124_2025-08-05_ORD_EAU,OO,5124,2025-08-05,ORD,EAU,0.21119778339883097,30.991725924280427,471,10.815939278937382,Easy,2.1724137931034484,0,0,1.0,0.8947368421052632,2.6666666666666665,0.017543859649122806,0.017543859649122806,0.03508771929824561,57,51.0,12.0,32.0,1.0,1.0,2,0,63,29,50.0,CRJ-200,50,Short,Off_Peak,0
OO_5564_2025-08-05_ORD_SBN,OO,5564,2025-08-05,ORD,SBN,0.21049819043430337,30.87188912829773,472,10.62618595825427,Easy,2.2413793103448274,0,0,1.0,0.5961538461538461,1.0,0.0,0.0,0.019230769230769232,52,31.0,0.0,31.0,0.0,0.0,1,0,65,29,-3.0,CRJ-550,50,Medium,Midday,0
G7_4491_2025-08-05_ORD_CAE,G7,4491,2025-08-05,ORD,CAE,0.21006911588981686,30.79839079247081,473,10.436432637571158,Easy,3.0689655172413794,0,0,0.9,0.3111111111111111,2.5,0.022222222222222223,0.022222222222222223,0.0,45,14.0,4.0,10.0,1.0,1.0,0,0,89,29,-8.0,CRJ-550,50,Medium,Evening_Peak,0
YX_3707_2025-08-05_ORD_IND,YX,3707,2025-08-05,ORD,IND,0.20964899206735899,30.726425670818465,474,10.246679316888045,Easy,1.3333333333333333,0,0,0.6052631578947368,0.45652173913043476,8.5,0.043478260869565216,0.043478260869565216,0.0,46,21.0,2.0,17.0,2.0,2.0,0,0,52,39,-4.0,ERJ-175,76,Medium,Evening_Peak,0
YX_3520_2025-08-05_ORD_CVG,YX,3520,2025-08-05,ORD,CVG,0.2095074366323676,30.702177928712075,475,10.056925996204933,Easy,4.764705882352941,0,0,0.9342105263157895,0.43661971830985913,4.0,0.014084507042253521,0.014084507042253521,0.08450704225352113,71,31.0,3.0,12.0,1.0,1.0,4,2,162,34,0.0,ERJ-175,76,Medium,Off_Peak,0
UA_2347_2025-08-05_ORD_CLE,UA,2347,2025-08-05,ORD,CLE,0.20930232701533177,30.667043671255094,476,9.867172675521822,Easy,1.2156862745098038,0,0,0.3855421686746988,0.6875,4.4,0.03125,0.03125,0.046875,64,44.0,5.0,22.0,2.0,2.0,3,0,62,51,98.0,B737-800,166,Medium,Off_Peak,0
UA_2640_2025-08-05_ORD_DCA,UA,2640,2025-08-05,ORD,DCA,0.2077907159487697,30.408112212287218,477,9.67741935483871,Easy,2.3333333333333335,0,0,0.46825396825396826,0.4576271186440678,0.5882352941176471,0.03389830508474576,0.03389830508474576,0.01694915254237288,59,27.0,17.0,10.0,2.0,2.0,0,1,119,51,-1.0,B737-700,126,Medium,Midday,0
UA_1381_2025-08-05_ORD_DCA,UA,1381,2025-08-05,ORD,DCA,0.20761980377913705,30.37883580751798,478,9.487666034155598,Easy,1.565217391304348,0,0,0.5733333333333334,0.47674418604651164,0.28125,0.011627906976744186,0.011627906976744186,0.023255813953488372,86,41.0,32.0,9.0,1.0,1.0,2,0,72,46,-6.0,A320-200,150,Medium,Midday,0
G7_4406_2025-08-05_ORD_TVC,G7,4406,2025-08-05,ORD,TVC,0.20727880936381987,30.32042515982486,479,9.297912713472485,Easy,26.896551724137932,0,0,0.94,0.7446808510638298,7.5,0.0,0.0,0.0425531914893617,47,35.0,4.0,30.0,0.0,0.0,2,0,780,29,-10.0,CRJ-550,50,Medium,Midday,0
OO_5272_2025-08-05_ORD_MSN,OO,5272,2025-08-05,ORD,MSN,0.20684738377621734,30.246524102003118,480,9.108159392789373,Easy,2.3793103448275863,0,0,1.0,0.26229508196721313,1.75,0.01639344262295082,0.01639344262295082,0.08196721311475409,61,16.0,4.0,7.0,1.0,1.0,5,0,69,29,-6.0,CRJ-550,50,Short,Midday,0
G7_4585_2025-08-05_ORD_DAY,G7,4585,2025-08-05,ORD,DAY,0.20671967901639623,30.224648911678653,481,8.918406072106261,Easy,3.4827586206896552,0,0,0.9,0.4888888888888889,1.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,45,22.0,0.0,22.0,1.0,1.0,1,0,101,29,-11.0,CRJ-550,50,Medium,Midday,0
YX_3535_2025-08-05_ORD_MSN,YX,3535,2025-08-05,ORD,MSN,0.20593040497344098,30.089450192915184,482,8.72865275142315,Easy,1.6764705882352942,0,0,1.0,0.48,1.6,0.02666666666666667,0.02666666666666667,0.02666666666666667,75,36.0,10.0,16.0,2.0,2.0,2,0,57,34,-8.0,ERJ-170,70,Short,Midday,0
G7_4613_2025-08-05_ORD_STL,G7,4613,2025-08-05,ORD,STL,0.20584530652444125,30.074873251767542,483,8.538899430740038,Easy,2.0689655172413794,0,0,1.0,0.46153846153846156,7.0,0.0,0.0,0.019230769230769232,52,24.0,3.0,21.0,0.0,0.0,1,0,60,29,-4.0,CRJ-550,50,Medium,Midday,0
OO_5610_2025-08-05_ORD_CHO,OO,5610,2025-08-05,ORD,CHO,0.20521998515928663,29.967758811429707,484,8.349146110056926,Easy,2.310344827586207,0,0,0.9,0.5111111111111111,2.6666666666666665,0.0,0.0,0.0,45,23.0,6.0,16.0,0.0,0.0,0,0,67,29,-10.0,CRJ-550,50,Medium,Evening_Peak,0
UA_1495_2025-08-05_ORD_TVC,UA,1495,2025-08-05,ORD,TVC,0.20458624909926512,29.85920297570464,485,8.159392789373813,Easy,1.2391304347826086,0,0,0.49333333333333335,0.28378378378378377,2.5,0.0,0.0,0.04054054054054054,74,21.0,4.0,10.0,0.0,0.0,2,1,57,46,6.0,A320-200,150,Medium,Evening_Peak,0
OO_5360_2025-08-05_ORD_MBS,OO,5360,2025-08-05,ORD,MBS,0.2036249450252564,29.694536368069286,486,7.969639468690702,Easy,1.3793103448275863,0,0,0.9,0.35555555555555557,5.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,45,16.0,1.0,5.0,1.0,1.0,1,0,40,29,4.0,CRJ-550,50,Medium,Midday,0
OO_4712_2025-08-05_ORD_ELP,OO,4712,2025-08-05,ORD,ELP,0.20360195156305472,29.690597702332898,487,7.7798861480075905,Easy,1.7941176470588236,0,0,0.8157894736842105,0.5483870967741935,1.5454545454545454,0.0,0.0,0.016129032258064516,62,34.0,11.0,17.0,0.0,0.0,1,0,61,34,-3.0,ERJ-175,76,Medium,Evening_Peak,0
G7_4445_2025-08-05_ORD_BHM,G7,4445,2025-08-05,ORD,BHM,0.20271124955287184,29.538024877150566,488,7.590132827324478,Easy,2.0689655172413794,0,0,1.0,0.5098039215686274,1.75,0.0,0.0,0.0196078431372549,51,26.0,8.0,14.0,0.0,0.0,1,0,60,29,-7.0,CRJ-550,50,Medium,Midday,0
YX_3464_2025-08-05_ORD_PIT,YX,3464,2025-08-05,ORD,PIT,0.20249867092182258,29.501611214733973,489,7.400379506641366,Easy,9.705882352941176,0,0,1.0,0.4861111111111111,2.142857142857143,0.013888888888888888,0.013888888888888888,0.05555555555555555,72,35.0,7.0,15.0,1.0,1.0,4,0,330,34,0.0,ERJ-170,70,Medium,Off_Peak,0
G7_4416_2025-08-05_ORD_STL,G7,4416,2025-08-05,ORD,STL,0.20114937317210746,29.27048321981237,490,7.2106261859582546,Easy,2.586206896551724,0,0,0.98,0.6122448979591837,3.8,0.0,0.0,0.0,49,30.0,5.0,19.0,0.0,0.0,0,0,75,29,-7.0,CRJ-550,50,Short,Evening_Peak,0
OO_5748_2025-08-05_ORD_YWG,OO,5748,2025-08-05,ORD,YWG,0.20020482587072652,29.108686964002356,491,7.020872865275142,Easy,1.119047619047619,0,0,0.5285714285714286,0.5405405405405406,8.5,0.0,0.0,0.02702702702702703,37,20.0,2.0,17.0,0.0,0.0,1,0,47,42,-10.0,ERJ-175,70,Medium,Midday,1
G7_4549_2025-08-05_ORD_MLI,G7,4549,2025-08-05,ORD,MLI,0.200147880159734,29.098932446881236,492,6.83111954459203,Easy,3.9655172413793105,0,0,0.96,0.7083333333333334,4.2,0.020833333333333332,0.020833333333333332,0.0,48,34.0,5.0,21.0,1.0,1.0,0,0,115,29,-3.0,CRJ-550,50,Short,Midday,0
OO_4739_2025-08-05_ORD_GRB,OO,4739,2025-08-05,ORD,GRB,0.19968054867206633,29.018880886926326,493,6.641366223908918,Easy,2.0,0,0,0.82,0.9512195121951219,1.2,0.024390243902439025,0.024390243902439025,0.0,41,39.0,15.0,18.0,1.0,1.0,0,0,58,29,-11.0,CRJ-200,50,Short,Midday,0
YX_3571_2025-08-05_ORD_IND,YX,3571,2025-08-05,ORD,IND,0.1990250930044314,28.906604590421388,494,6.451612903225806,Easy,1.7647058823529411,0,0,0.8552631578947368,0.5230769230769231,3.7142857142857144,0.0,0.0,0.046153846153846156,65,34.0,7.0,26.0,0.0,0.0,2,1,60,34,-8.0,ERJ-175,76,Medium,Midday,0
YX_3690_2025-08-05_ORD_IND,YX,3690,2025-08-05,ORD,IND,0.1982426456062498,28.77257524196103,495,6.261859582542694,Easy,6.323529411764706,0,0,0.6710526315789473,0.7254901960784313,2.125,0.0392156862745098,0.0392156862745098,0.0,51,37.0,8.0,17.0,2.0,2.0,0,0,215,34,-1.0,ERJ-175,76,Medium,Midday,0
UA_1010_2025-08-05_ORD_DCA,UA,1010,2025-08-05,ORD,DCA,0.19692637021571138,28.547103812957296,496,6.072106261859583,Easy,1.7692307692307692,0,0,0.5133333333333333,0.2727272727272727,0.5833333333333334,0.0,0.0,0.025974025974025976,77,21.0,12.0,7.0,0.0,0.0,2,0,92,52,-5.0,A320-200,150,Medium,Morning_Peak,0
YX_3614_2025-08-05_ORD_MCI,YX,3614,2025-08-05,ORD,MCI,0.19598081125116612,28.385134264277887,497,5.88235294117647,Easy,8.088235294117647,0,0,0.8714285714285714,0.7377049180327869,1.8666666666666667,0.0,0.0,0.06557377049180328,61,45.0,15.0,28.0,0.0,0.0,3,1,275,34,-3.0,ERJ-170,70,Medium,Off_Peak,0
G7_4559_2025-08-05_ORD_SDF,G7,4559,2025-08-05,ORD,SDF,0.19525551074756795,28.260893894687367,498,5.692599620493358,Easy,2.310344827586207,0,0,0.84,0.38095238095238093,2.75,0.023809523809523808,0.023809523809523808,0.023809523809523808,42,16.0,4.0,11.0,1.0,1.0,1,0,67,29,-8.0,CRJ-550,50,Medium,Midday,0
G7_4425_2025-08-05_ORD_GRR,G7,4425,2025-08-05,ORD,GRR,0.19461558528143902,28.151277844473928,499,5.502846299810247,Easy,4.655172413793103,0,0,0.82,0.7560975609756098,9.5,0.0,0.0,0.0,41,31.0,2.0,19.0,0.0,0.0,0,0,135,29,-7.0,CRJ-550,50,Medium,Midday,0
G7_4173_2025-08-05_ORD_AVL,G7,4173,2025-08-05,ORD,AVL,0.19421907449341932,28.08335751820115,500,5.313092979127135,Easy,3.4827586206896552,0,0,0.92,0.5652173913043478,1.2,0.0,0.0,0.021739130434782608,46,26.0,10.0,12.0,0.0,0.0,1,0,101,29,-1.0,CRJ-550,50,Medium,Midday,0
G7_4387_2025-08-05_ORD_CID,G7,4387,2025-08-05,ORD,CID,0.1932097485326869,27.910465000166745,501,5.1233396584440225,Easy,3.0344827586206895,0,0,1.0,0.5283018867924528,13.0,0.0,0.0,0.018867924528301886,53,28.0,2.0,26.0,0.0,0.0,1,0,88,29,-8.0,CRJ-550,50,Short,Midday,0
OO_5099_2025-08-05_ORD_CIU,OO,5099,2025-08-05,ORD,CIU,0.1925262022795687,27.793376926053575,502,4.933586337760911,Easy,37.689655172413794,0,0,0.9,0.8666666666666667,0.6956521739130435,0.0,0.0,0.044444444444444446,45,39.0,23.0,16.0,0.0,0.0,2,0,1093,29,11.0,CRJ-200,50,Medium,Midday,0
OO_5585_2025-08-05_ORD_ATW,OO,5585,2025-08-05,ORD,ATW,0.18775349546112183,26.975835981121904,503,4.743833017077799,Easy,2.0344827586206895,0,0,0.86,0.6046511627906976,1.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,43,26.0,0.0,16.0,1.0,1.0,1,0,59,29,-5.0,CRJ-550,50,Short,Midday,0
OO_5219_2025-08-05_ORD_GRB,OO,5219,2025-08-05,ORD,GRB,0.18619749272278113,26.709300449523234,504,4.554079696394687,Easy,79.20689655172414,0,0,0.8,0.8,1.0,0.075,0.075,0.0,40,32.0,0.0,32.0,3.0,3.0,0,0,2297,29,37.0,CRJ-550,50,Short,Evening_Peak,0
YX_3641_2025-08-05_ORD_GRR,YX,3641,2025-08-05,ORD,GRR,0.1850492436978934,26.512611101416777,505,4.364326375711575,Easy,1.911764705882353,0,0,0.7631578947368421,0.39655172413793105,1.0,0.017241379310344827,0.017241379310344827,0.034482758620689655,58,23.0,0.0,6.0,1.0,1.0,1,1,65,34,-3.0,ERJ-175,76,Medium,Midday,0
OO_5414_2025-08-05_ORD_MEM,OO,5414,2025-08-05,ORD,MEM,0.18399106786627584,26.33135084341374,506,4.174573055028463,Easy,1.7241379310344827,0,0,0.8,0.7,5.0,0.0,0.0,0.0,40,28.0,4.0,20.0,0.0,0.0,0,0,50,29,-3.0,CRJ-550,50,Medium,Midday,0
UA_1077_2025-08-05_ORD_DCA,UA,1077,2025-08-05,ORD,DCA,0.1832087763846932,26.19734820269148,507,3.984819734345351,Easy,10.411764705882353,0,0,0.39759036144578314,0.3484848484848485,2.3333333333333335,0.015151515151515152,0.015151515151515152,0.0,66,23.0,6.0,14.0,1.0,1.0,0,0,531,51,-10.0,B737-800,166,Medium,Morning_Peak,0
OO_5353_2025-08-05_ORD_GRR,OO,5353,2025-08-05,ORD,GRR,0.18216840914825388,26.019138468486318,508,3.795066413662239,Easy,2.586206896551724,0,0,0.92,0.21739130434782608,1.25,0.0,0.0,0.043478260869565216,46,10.0,4.0,5.0,0.0,0.0,2,0,75,29,-9.0,CRJ-550,50,Medium,Midday,0
OO_5668_2025-08-05_ORD_MKE,OO,5668,2025-08-05,ORD,MKE,0.1815602334232582,25.914960991048208,509,3.6053130929791273,Easy,1.3793103448275863,0,0,0.98,0.7142857142857143,1.0,0.0,0.0,0.0,49,35.0,0.0,31.0,0.0,0.0,0,0,40,29,8.0,CRJ-550,50,Short,Midday,0
UA_1252_2025-08-05_ORD_DCA,UA,1252,2025-08-05,ORD,DCA,0.17878013104242638,25.438743277727266,510,3.415559772296015,Easy,14.813953488372093,0,0,0.5238095238095238,0.22727272727272727,1.75,0.0,0.0,0.015151515151515152,66,15.0,4.0,7.0,0.0,0.0,1,0,637,43,-3.0,A319-100,126,Medium,Morning_Peak,0
OO_5643_2025-08-05_ORD_CAK,OO,5643,2025-08-05,ORD,CAK,0.1696471836862578,23.87431481069584,511,3.225806451612903,Easy,1.5517241379310345,0,0,0.62,0.9032258064516129,10.0,0.0,0.0,0.03225806451612903,31,28.0,2.0,20.0,0.0,0.0,1,0,45,29,-13.0,CRJ-550,50,Medium,Off_Peak,0
UA_1641_2025-08-05_ORD_IND,UA,1641,2025-08-05,ORD,IND,0.16817941379315487,23.622893126734095,512,3.0360531309297913,Easy,1.7209302325581395,0,0,0.30952380952380953,0.48717948717948717,18.0,0.0,0.0,0.05128205128205128,39,19.0,1.0,18.0,0.0,0.0,1,1,74,43,0.0,B737-700,126,Medium,Off_Peak,0
G7_4611_2025-08-05_ORD_MDT,G7,4611,2025-08-05,ORD,MDT,0.16573878894690705,23.204826226979616,513,2.846299810246679,Easy,25.517241379310345,0,0,0.88,0.20454545454545456,0.14285714285714285,0.0,0.0,0.022727272727272728,44,9.0,7.0,1.0,0.0,0.0,1,0,740,29,3.0,CRJ-550,50,Medium,Morning_Peak,0
YX_3635_2025-08-05_ORD_MSN,YX,3635,2025-08-05,ORD,MSN,0.1641150267018913,22.926683828832783,514,2.6565464895635675,Easy,4.411764705882353,0,0,0.9473684210526315,0.375,2.5,0.013888888888888888,0.013888888888888888,0.05555555555555555,72,27.0,4.0,10.0,1.0,1.0,4,0,150,34,0.0,ERJ-175,76,Short,Off_Peak,0
G7_4568_2025-08-05_ORD_SCE,G7,4568,2025-08-05,ORD,SCE,0.163201294285551,22.770166009598157,515,2.4667931688804554,Easy,1.4827586206896552,0,0,0.78,0.28205128205128205,7.0,0.0,0.0,0.02564102564102564,39,11.0,1.0,7.0,0.0,0.0,1,0,43,29,-10.0,CRJ-550,50,Medium,Midday,0
OO_5020_2025-08-05_ORD_FOD,OO,5020,2025-08-05,ORD,FOD,0.16291784627115335,22.721612774223622,516,2.2770398481973433,Easy,1.3793103448275863,0,0,0.52,0.8076923076923077,0.6363636363636364,0.0,0.0,0.038461538461538464,26,21.0,11.0,7.0,0.0,0.0,1,0,40,29,-8.0,CRJ-200,50,Medium,Midday,0
